"uuid","flags","longitude","latitude"
"9b594dcc-ba9d-42f0-9d11-d2b6e433b168","[""idigbio_georeference""]","-103.6266667","19.5294444"
"16833e99-19da-46a1-ab59-77fc07ccd00c","[""idigbio_georeference""]","-120.14075","37.738871"
"5a6f88df-52f1-48b2-8424-e6d543c6c92c","[""idigbio_georeference""]","-117.0033443","34.1290341"
"bea2359f-09c6-4517-bebf-bafe471f8117","[""idigbio_georeference""]","-120.07328","37.75551"
"5083b30b-3878-4cc0-a83c-67d83142b3fa","[""idigbio_georeference""]","-114.21228","38.99134"
"48d9c533-0cd1-48a4-96e6-73300f0b2757","[""idigbio_georeference""]","-118.78546","36.57587"
"f585cbca-1545-459e-8c92-a95153adb7d5","[""idigbio_georeference""]","-119.9818332","34.7775233"
"71fb5aca-6b39-44db-9c17-7fabaa1515d3","[""idigbio_georeference""]","-91.1625","16.8125"
"c560abd4-0669-4b3b-9e20-095b177e02af","[""idigbio_georeference""]","-111.49767","39.99257"
"04daa008-1215-4ea8-b3fc-0203d740990d","[""idigbio_georeference""]","-100.2769444","28.0769444"
"789f6e72-991d-4e3a-9a33-de74a340f03e","[""idigbio_georeference""]","-111.45509","38.77977"
"0ff97a06-89a1-48bf-91d3-f12aac2404a5","[""idigbio_georeference""]","-109.5642","39.60755"
"55540c0e-7ad1-421d-8c03-fbc003d66b48","[""idigbio_georeference""]","-112.07599","38.59515"
"22116326-a432-4ca4-affb-65e875c01277","[""idigbio_georeference""]","-112.5561","42.7894"
"089f6389-a329-4d06-95da-309fdc1a2d72","[""idigbio_georeference""]","-112.68454","39.72234"
"a5993b99-af5b-4cde-8956-7c021c17b006","[""idigbio_georeference""]","-111.54519","38.34208"
"2929040f-749b-4814-8abd-aae7c71d73e5","[""idigbio_georeference""]","-119.3236772","34.6433332"
"acebcbfb-e7b0-4006-b473-3ad0a70c4813","[""idigbio_georeference""]","-91.3075","16.8127778"
"24c9550f-ef8d-43bb-ba89-43055fc7c1ca","[""idigbio_georeference""]","-114.22376","38.87241"
"8e26f75e-c27f-4fd7-9523-90d458409d78","[""idigbio_georeference""]","-110.74014","40.12712"
"58f447f7-b105-4b9f-9b9a-0fd442e8ac90","[""idigbio_georeference""]","-110.4044","31.4484"
"c68eecb8-9306-4daa-a6a2-4710d5e6802c","[""idigbio_georeference""]","-119.70414","37.535754"
"6f8df9b9-2282-4110-9fc1-cd7b164c5dba","[""idigbio_georeference""]","-116.70136792562936","33.18755451730115"
"1b8008ee-c66c-4052-97a0-fa9a94b71499","[""idigbio_georeference""]","-114.72","39.19"
"36044d57-8301-4bc1-bfa4-edc7a8cd93ee","[""idigbio_georeference""]","-88.0741667","19.3897222"
"2758634d-c69a-4dd8-a4fd-cfb15e3aafdf","[""geolocate_georeference""]","-102.783333","22.95"
"71e709ec-27a5-4118-a751-9d588f886020","[""idigbio_georeference""]","-119.70399","37.65191"
"7afd0d9d-4967-46c2-bf9a-710cecbeb54a","[""idigbio_georeference""]","-112.39433536871483","36.29748102582919"
"2b0c0d6e-6842-4447-8720-5c76675284fd","[""idigbio_georeference""]","-110.73498213872537","39.54246590613516"
"8bac2759-88f2-4548-891e-3cbf139c2611","[""idigbio_georeference""]","-112.19102176326724","34.959318559172054"
"f933a08b-5af1-4208-84a1-b841538b2419","[""idigbio_georeference""]","-114.45221513580368","37.92968285761966"
"85dfc359-b273-45de-83ad-1bdfcad9c272","[""idigbio_georeference""]","-115.3767","48.4818"
"54abe68c-98c7-49b2-a575-f2bff12ce811","[""idigbio_georeference""]","-121.63485","37.5957"
"dc68a475-3d13-4e7e-8ed5-a9ff8c00384b","[""idigbio_georeference""]","-91.0666667","16.7"
"c7529a42-7f6d-4ce6-aa29-e71de15eb3ca","[""idigbio_georeference""]","-109.2314171200811","31.87289291041773"
"0c55b045-5560-4cfd-a3a2-7913750fa66c","[""idigbio_georeference""]","-119.702717","37.652399"
"4b9bacf5-8579-4982-bf8e-0e43767cedcc","[""idigbio_georeference""]","-93.1","16.7269444"
"c879c33d-d253-4349-9168-91804b6b418a","[""idigbio_georeference""]","-114.92028","39.10028"
"0c401832-2768-4dc4-8a25-b9598238449c","[""idigbio_georeference""]","-112.5701","42.9636"
"884a9bd7-2a84-407b-8170-0074c9bf3a5d","[""idigbio_georeference""]","-109.44081788595693","32.17478104235998"
"452d4333-3cc1-4eee-959d-f50a84ed6184","[""idigbio_georeference""]","-117.85494719366714","34.136005696895964"
"b3704eed-6063-48f9-8199-54e44de321e6","[""idigbio_georeference""]","-113.9133","45.7471"
"f1dcbb3e-cae9-4aa2-911c-88c363f1794c","[""idigbio_georeference""]","-116.576032","32.733049"
"e7fb0dec-977a-4cf1-a045-d8043be03a25","[""idigbio_georeference""]","-112.82961","37.84433"
"56cffb94-a021-4afb-9b7d-ab998df62d73","[""idigbio_georeference""]","-119.0303","36.7947"
"4649df83-48c9-4f74-b0dd-60e20c3868c5","[""idigbio_georeference""]","-118.633179","37.442641"
"5ec494ee-bda9-446b-96d3-d4b6e033efa1","[""idigbio_georeference""]","-108.04598","38.11669"
"23e4234a-2ed1-44a1-b3be-1ba8a46bd051","[""idigbio_georeference""]","-108.49459","38.39973"
"482d5f43-bf64-4721-9f48-35a8f0fa71b3","[""idigbio_georeference""]","-109.0141666667","31.7394444444"
"4fe41db9-e48e-44a8-9722-8a5b4a011e0d","[""idigbio_georeference""]","-112.5080556","26.8997222"
"db929a4a-0a7c-485d-980a-e18163d2a18d","[""idigbio_georeference""]","-120.021025","37.938216"
"02d7959d-f53c-40e7-8e74-813dc4e4b39b","[""idigbio_georeference""]","-109.72764","39.33356"
"73606500-c6fa-4e89-947c-03ad3095f05b","[""idigbio_georeference""]","-107.8043","38.22658"
"6f82246b-536f-4875-b44e-59a10de1e8a2","[""idigbio_georeference""]","-107.80645","38.15794"
"820b0d2a-9ce0-46ad-ad77-05aecf9f2f25","[""idigbio_georeference""]","-107.79542","38.17156"
"e02e45f4-eee9-42f1-8b99-4ce1aaa1e9a5","[""idigbio_georeference""]","-103.2710037","29.6089993"
"4493e4b5-8e50-498d-8e4c-9b3de8c02a38","[""idigbio_georeference""]","-107.80493","38.26413"
"a4841f1a-382e-4eac-8bf0-b603d7599a83","[""idigbio_georeference""]","-108.30007","38.21662"
"1722d42b-2bfe-4832-a893-d2980fc30660","[""idigbio_georeference""]","-107.77487","38.26303"
"94e1240c-d804-4418-8474-644e355e646b","[""idigbio_georeference""]","-105.15973","39.480794"
"1015b9c3-3685-42f6-a601-e7cd498a470d","[""idigbio_georeference""]","-114.53972","38.97667"
"6eab90c8-fe10-4732-8ca7-16852bcbcdc4","[""idigbio_georeference""]","-119.642341","37.54911"
"8497c56a-235f-4abe-8347-320c04892ccb","[""idigbio_georeference""]","-120.380156","37.51892"
"2b34b030-809d-4cf1-9f24-31a09f74e264","[""idigbio_georeference""]","-107.96191","38.37945"
"aa8a5263-952c-4aab-8f5f-301511f38cd4","[""idigbio_georeference""]","-107.83917","38.35783"
"4c014243-b866-477f-80ce-e515b9f1b32c","[""idigbio_georeference""]","-107.77113","38.27467"
"8ca9bf98-35c8-48aa-97c2-3ed45264f398","[""idigbio_georeference""]","-107.89839","38.41026"
"cfb7623b-523f-4605-9d28-6879fbad4556","[""idigbio_georeference""]","-107.83888","38.21945"
"f0b2e570-6208-4600-a9ab-7d58af6df1ff","[""idigbio_georeference""]","-117.92151000000001","48.942913000000004"
"e9c2ad04-14be-4176-bfaf-281781ec67ba","[""idigbio_georeference""]","-71.18333","-38.21667"
"72bab988-856b-4799-8849-460cd7ccdf43","[""idigbio_georeference""]","-91.1302777","16.7605555"
"63aefb24-c7b9-4a48-90bd-9eaca84bb428","[""idigbio_georeference""]","-118.40758376889995","35.510451198106274"
"b7166790-f0b6-4f6a-a031-90aa96b5d24f","[""idigbio_georeference""]","-120.2155182","38.3399165"
"b0db5397-1c5d-4deb-8fb9-7b2dde2595e1","[""idigbio_georeference""]","-105.1402777","19.4627777"
"ce04a61d-ec06-4639-a1ff-b438dd971558","[""idigbio_georeference""]","-108.1666666667","33.0333333333"
"36de0ab2-dfa5-4556-a104-ced17852ced9","[""idigbio_georeference""]","-106.5108333333","32.4488888889"
"93e8bb96-4a26-4822-a892-74340ce948f7","[""idigbio_georeference""]","-117.94517417960488","35.842732158964004"
"759c151a-948e-4854-91ef-cb027eae1975","[""idigbio_georeference""]","-113.06672","37.67607"
"ad15ca0e-5a43-49ef-927e-5550a77a28f0","[""idigbio_georeference""]","-107.9366","38.24785"
"da649429-ffc8-46a4-8989-83be588e5aae","[""idigbio_georeference""]","-108.33996","38.21152"
"5639fabc-8b75-4b56-8ec6-003cf6bc0590","[""idigbio_georeference""]","-108.53659","38.27014"
"abb3ec93-5ef1-45f7-ba76-ce0ace24cb05","[""idigbio_georeference""]","-108.14532","38.70966"
"10a03b0a-c9ac-42bb-95b1-f0de80824452","[""idigbio_georeference""]","-116.833184435621","45.559278420541716"
"7c773d5f-a1c4-463c-8b1f-cfb8a606c4c1","[""idigbio_georeference""]","-119.206","34.555"
"5835dabd-ea41-4730-8120-d76fc6359623","[""idigbio_georeference""]","-120.85391","38.440979"
"54fbfc23-a47e-4749-a456-76c8f402dafc","[""geolocate_georeference""]","-116.679183","33.814463"
"7a4cfef6-3236-4db0-9e62-1820bb1c9c07","[""idigbio_georeference""]","-99.1461111","22.8202777"
"39a35444-2f97-4422-8254-0ade02030347","[""idigbio_georeference""]","-105.362877","39.633057"
"19fa5ced-36da-4ff3-a9f9-f4a929ccde67","[""idigbio_georeference""]","-103.301","29.266"
"52a5dc90-38f7-4ae2-a99a-e47b2a19e6e1","[""idigbio_georeference""]","-112.22143","38.92726"
"6da36cc2-9c3e-48e1-9cd6-35f5969ad5d4","[""idigbio_georeference""]","-107.77239","38.29688"
"7d28c718-ec56-496f-90f5-781e00ef6dff","[""idigbio_georeference""]","-108.38306","38.23842"
"6528660f-2f84-4ffa-a2b6-79aea3ce51b2","[""idigbio_georeference""]","-107.745159","38.230954"
"f84f483c-b52f-409b-a050-8577978ca8bf","[""idigbio_georeference""]","-121.5043483","36.6998181"
"6c8cf0fb-f39e-4180-becf-36280d4979d4","[""idigbio_georeference""]","-115.37639","40.80833"
"741c9c95-c9ad-48ad-b895-f66727f79377","[""idigbio_georeference""]","-109.2183","31.7606"
"84108e44-1206-4f1e-a54d-e1a21afee321","[""idigbio_georeference""]","-120.307653","38.519243"
"49913d10-92ff-48b2-b3c7-dcfae3faf855","[""idigbio_georeference""]","-116.6930155","33.6668392"
"9c030332-705a-47a9-acb6-7ccc498c57cf","[""idigbio_georeference""]","-120.4869","38.92949"
"9eb2e82c-b9dc-4656-9cf6-9c88aae50b8c","[""idigbio_georeference""]","-118.760878","36.350702"
