"uuid","genus","specificepithet","longitude","latitude","elevation","temperature","precipitation","landcover"
"b7255a90-ce56-4a7e-ba4e-67a0fea4001c","felis","pardalis","-74.539073","-8.385512","154","257","1640","10"
"8ae0c05f-e358-4de2-8b13-c830852289f0","leopardus","pardalis","-92.966332","17.555969","108","261","3297","2"
"e81b170c-2a3d-4f57-ace9-6ab175fc0a64","leopardus","pardalis","-97.060149","19.474009","2210","138","1437","12"
"91bee87c-f07b-4ce4-849c-8d63719eaced","leopardus","pardalis","-99.901496","16.856933","15","276","1195","13"
"81219633-3b01-40f0-9a3b-31d8def4d003","felis","pardalis","-56.067719","-25.456626","246","217","1566","8"
"905c5e2d-9c0a-4bc8-b047-addb3750dbdf","felis","pardalis","-73.333333","4.5","521","246","3486","2"
"f63c493d-8e44-4fd0-98c6-ebdeca978276","leopardus","pardalis","-95.631771","29.343798","19","209","1182","12"
"0635e07b-0b30-45f1-9a14-a2289b4627db","leopardus","pardalis","-78.493005","-0.194568","2800","121","1340","13"
"039b4c3f-5924-4141-b676-158de512078c","leopardus","pardalis","-96.491575","15.667309","0","281","975","8"
"05d03460-e3d6-4de3-9b2b-f1c72a1ecf48","leopardus","pardalis","-60.316667","-20.383333","355","242","711","8"
"fa0dc96b-31f6-4922-aca6-7bbf14eb0bd9","leopardus","pardalis","-72.716667","-12.866667","1658","184","1051","14"
"12d67a4e-c278-4203-afc5-b9c57cc21cf4","leopardus","pardalis","-44.35988","-15.488664","460","254","913","9"
"8484d1d7-d52d-4d7c-9137-dfc4031e2bc7","felis","pardalis","-81.3","8.4","337","241","2108","2"
"e671e41e-eda3-44ac-a2a9-3ac1e62fc112","leopardus","pardalis","-72.38333333","5.35","339","256","2715","2"
"eaf6ff32-2191-415d-b9c8-6ae5fdb58f98","felis","pardalis","-79.02663","0.451877","548","228","2407","7"
"dcbaa201-f4f0-441c-a33d-b017967d6da5","felis","pardalis","-61.321921","10.45699","55","265","1706","14"
"af895436-df69-45fb-9b96-5aebc4e2ce07","felis","pardalis","-78.904836","0.87053","108","251","2557","12"
"6eb134a7-288d-49cc-8668-9d9382f6649d","leopardus","pardalis","-95.4855556","17.8411111","136","252","1782","5"
"63dcd567-959a-4abe-aa25-f8422a3a6d63","leopardus","pardalis","-94.7216667","17.4316667","75","255","3148","12"
"a890ca95-7116-42e7-bef9-b66a41b99cc0","leopardus","pardalis","-72.293764","-4.091282","115","251","2791","2"
"49d5cce0-8905-4c62-b011-c9bb3d92c8aa","felis","pardalis","-93.747322","16.150806","372","252","1287","2"
"06d444c5-a785-4aac-9d61-b83289b41280","felis","pardalis","-58.15","6.8","3","259","2163","13"
"78229bca-df49-4193-9b45-c77e87a1eece","leopardus","pardalis","-98.6036111","18.2980556","1010","245","635","1"
"24df2b9b-c8d2-49dc-b08f-a5f5c6e424b8","leopardus","pardalis","-65.500333","-26.064694","1138","174","869","14"
"c58a01b5-4d62-4c90-a648-d9b28cb289e2","leopardus","pardalis","-61.32","6.28","166","253","1890","2"
"c685ac8e-ac3a-4d08-8eda-6ee4a5bc3256","felis","pardalis","-94.143156","18.207322","10","260","2421","17"
"6e144c7d-c15b-4fc9-8803-48b4b2b77086","leopardus","pardalis","-83.116667","9.716667","192","253","2873","14"
"9bc523c4-1664-43b4-8d80-7eecafa1c2d3","leopardus","pardalis","-39.183333","-5.316667","196","281","776","14"
"dbb28ed1-4a31-4514-8139-32cc44eeccb2","leopardus","pardalis","-74.389907","-6.469201","138","255","2355","2"
"c6b0b9f4-9355-4fe7-8002-e307221b13e5","felis","pardalis","-99.699699","27.54494","153","234","488","14"
"31659eb1-10eb-40d2-a3d2-4fe1badcc5eb","leopardus","pardalis","-91.7","14.616667","454","250","3270","1"
"3c7f73b2-221a-4064-94aa-35911082005c","leopardus","pardalis","-65.8","3.53","616","225","3005","14"
"25e3b774-6bcd-45c2-b3a3-e93de6ccb943","leopardus","pardalis","-96.879434","19.213555","1039","205","1593","9"
"3d32afda-43b2-448f-bf37-28d671e4f49f","leopardus","pardalis","-78.176944","7.525","34","260","2751","12"
"8dc87357-16cb-4b4e-9cd6-9ae0c2c38ecd","leopardus","pardalis","-77.450454","8.662696","8","263","2782","17"
"e7674fc6-7840-427c-ab98-f16e2c8d0d77","leopardus","pardalis","-59.516667","2.833333","112","263","1450","9"
"ee5d3fbe-a5a3-4e14-a72c-ebeec182ebf6","felis","pardalis","-89.983333","20.766667","12","266","933","2"
"dff6481e-78b9-4bfd-b47b-917abbd65f2b","leopardus","pardalis","-100.499521","28.709143","221","226","467","13"
"794ab91c-cc8a-450a-9716-69c2d438b5d1","felis","pardalis","-82.783333","9.6","25","263","2322","2"
"45720456-5770-4b23-96a4-a13652379ab1","leopardus","pardalis","-89.6233333","17.2208334","289","241","1736","2"
"3d500693-3e19-47e0-add6-5b4b74e36225","felis","pardalis","-40.910375","-17.238083","245","244","864","8"
"cb54b0ff-c451-435d-be3b-2f54aea87d75","leopardus","pardalis","-87.131049","12.62937","70","281","1740","13"
"8f6acdd2-65d6-4f7c-be1f-0dffc48f928a","leopardus","pardalis","-84","10","1392","185","2528","2"
"5f5e6158-beb0-458b-8fea-d4ba8e2574c9","leopardus","pardalis","-58.233333","4.466667","93","254","1963","2"
"b5323e06-807d-4fd1-9f3e-4177cc8eaff0","leopardus","pardalis","-72.653611","-3.459167","78","251","2833","14"
"0ed86203-16d5-4583-8934-5ae2d5623431","leopardus","pardalis","-58.1666679","6.8000002","2","258","2156","17"
"a359a3e7-abe5-4120-acac-e52b332b1b04","leopardus","pardalis","-76.1","8.166667","49","262","1707","14"
"42517d46-0ffd-4ff3-9d54-a7ab271a106e","felis","pardalis","-61.733333","7.333333","181","253","1230","14"
"166f398e-fc1d-4dc9-b323-291cd9fa76e1","leopardus","pardalis","-79.781984","9.059423","60","263","2441","2"
"dc7d558f-b1fe-4cd0-bd40-d86996bad7e4","leopardus","pardalis","-48.015833","-1.46554","7","267","2507","17"
"3c8bbf7a-ae6a-4f13-8e79-26f023bffceb","leopardus","pardalis","-74.183333","4.25","3538","84","1532","10"
"db14ea17-4d51-4d3a-9fd5-5c47b6b71f82","leopardus","pardalis","-90.9828889","16.8817778","234","245","2973","2"
"38245955-1fed-4333-998c-da884cb7aaac","leopardus","pardalis","-88.0741667","19.3897222","14","258","1293","2"
"a3581b18-4f70-491f-a431-8f8ca08c8647","leopardus","pardalis","-90.9186111","16.1636111","207","247","3229","2"
"07ecc142-8a71-48a9-8b51-6c4d31864bef","leopardus","pardalis","-90.5316667","19.8422222","6","266","1097","13"
"d0b2d186-ea98-41c8-a9fc-f4f6f2864397","leopardus","pardalis","-87.1833333","21.2166667","7","257","1157","12"
"32f393b8-4bf1-4fd5-ab26-2a7ed75502f3","leopardus","pardalis","-99.28444","22.37306","286","242","1070","5"
"93575fc2-a8e4-4c6f-ad16-de2b05efb612","leopardus","pardalis","-88.9130556","17.9188889","138","251","1614","2"
"24217ee4-c993-41a4-8373-3fe19e85964a","leopardus","pardalis","-105.93306369614317","23.39445976456191","528","226","1164","2"
"2d28d1aa-afdf-4023-96f8-3275a358ec66","leopardus","pardalis","-92.5933333","15.3813889","536","248","2655","5"
"ef0a2c41-92e1-4c1c-92a4-2945bb674822","leopardus","pardalis","-95.2122222","18.4497222","295","240","1816","14"
"4b4f64fd-46f4-40e9-ab87-71e69f86b61c","leopardus","pardalis","-77.817","-0.983","513","241","2983","2"
"852cf740-8823-4c7b-bafb-cc3dede9150c","leopardus","pardalis","-68.33333","9.33333","86","273","1274","8"
"c0cda057-bc31-4ff9-a9e3-439a839f01e0","leopardus","pardalis","-58.93768","2.83333","158","256","1545","2"
"4a56d443-127e-489a-91fd-9946a78b7aac","leopardus","pardalis","-59.51666","2.83333","112","263","1450","9"
"e9e1425b-deea-45e5-94c4-260aaa176e06","felis","pardalis","-88.56667","18.08333","11","260","1365","12"
"71dc8534-b49c-4967-9404-e0a2e455d30c","felis","pardalis","-79.47747","0.39638","103","246","1828","14"
"fecbb7fb-9cac-40f5-8970-99423df8cb43","leopardus","pardalis","-83.093","9.106","1391","184","3220","2"
"c6f5715c-a790-45a8-8582-90bbe2c4c59e","leopardus","pardalis","-83.699997","9.383333","724","225","2926","2"
"1e20c9d6-2efd-4b23-bf6e-5759f8e82d63","felis","pardalis","-79.69368","0.22522","182","239","1588","12"
"b1a79025-9d74-4de1-86a6-a99373d7a19c","leopardus","pardalis","-84.083336","9.933333","1157","199","2104","13"
"ce5563d9-cae3-4931-b4e4-5cf22d56e80e","leopardus","pardalis","-97.4975","25.9018","14","238","672","10"
"cabdcffb-46c4-4c44-b002-75271279a126","leopardus","pardalis","-96.3605556","18.4477778","69","259","1917","1"
"c1c77b24-b3d7-490e-90b9-e122a71745c4","leopardus","pardalis","-98.46209724511091","22.148384413813012","14","249","929","9"
"112af945-a915-48ad-8cc6-eb4b738f7443","leopardus","pardalis","-71.269","-12.66833","413","247","1853","2"
"a87d99e8-82ce-47ad-886e-6583d9081b33","leopardus","pardalis","-88.95","16.874","447","233","1685","12"
