"uuid","genus","specificepithet","longitude","latitude","elevation","temperature","precipitation","landcover","cluster"
"31659eb1-10eb-40d2-a3d2-4fe1badcc5eb","leopardus","pardalis",-91.7,14.616667,454,250,3270,1,3
"31678613-eca3-44ae-930e-6a96fc3b4600","puma","concolor",-105.057276,30.917634,1751,149,333,10,6
"31729811-224a-4c72-b113-0bce88f85083","lynx","canadensis",-69.652439,45.648263,311,52,998,17,6
"3176da5c-1cbc-4b5b-b893-d0806920f812","puma","concolor",-119.53581,44.468201,763,108,234,12,6
"317ea778-bb1b-48ed-af05-3e5956ee5f88","puma","concolor",-119.690435851435,34.4127237869826,0,182,467,13,4
"318e97c2-a64d-431d-90da-d7539cfc4bd2","puma","concolor",-108.4905229,32.75574484,1679,151,358,8,6
"318ee504-d968-482c-a925-ca63ecba08b1","puma","concolor",-113.661701,44.453533,1902,51,274,10,6
"31a11fca-aa90-4757-a893-db06dff2e04d","puma","concolor",-112.526589,36.945542,1426,139,272,10,6
"31aa3000-4f3f-4a8a-9fce-d0f0a6594102","puma","concolor",-112.526636,36.950217,1426,139,272,10,6
"31b2644c-13c4-4aec-8910-e586226ba2ff","panthera","onca",-56.63048,-16.06667,159,263,1261,12,4
"31b6b7fd-deb1-4270-a035-580cc9ca98d8","puma","concolor",-105.3327093,35.96393964,2236,89,453,1,5
"31c28e7b-3e75-4560-bf01-42459057cad1","lynx","canadensis",-121.722439539607,58.4775380074427,427,7,441,5,1
"31d14708-1512-4aed-b37e-efa6f41c10ac","lynx","canadensis",-114.095422524586,51.0389484125163,1064,46,403,13,6
"31d7e680-d467-472d-b9c0-1658b3c12525","puma","concolor",-108.45199,31.83121,1731,158,384,7,6
"31e9b5e2-d8a0-4c72-bc78-0ab2e34e445d","puma","concolor",-81.4175,26.4165259514,13,232,1318,13,4
"3201bbd3-24bc-48ac-8e70-ff16449bd6b1","leopardus","pardalis",-95.731195,29.169077,17,211,1191,12,4
"32137491-a741-458f-a848-9bb4d1fd9fd5","lynx","canadensis",-143.8691666667,63.2421111111,1012,-43,331,5,1
"322552f9-a2f5-4106-9da9-5ea2aa95d726","puma","concolor",-114.745813,44.068202,2402,25,461,1,5
"322c362e-841c-4e5e-92be-9c289b9cfd85","leopardus","pardalis",-39.885287,-19.440878,17,249,1262,2,2
"3231978f-af51-4459-9585-b5adfc7a8f53","lynx","canadensis",-110.538184,42.792215,2853,7,375,1,5
"32390ad0-ba2a-40d3-9c26-4cc018e954c6","lynx","canadensis",-80.85,47.9833333,429,21,978,5,1
"3259eaea-9644-4dc9-bf36-86cdb100bba4","lynx","canadensis",-151.00605,63.069346,5977,-314,867,15,5
"325d2c32-fc45-49da-b16a-2420d65e578d","lynx","canadensis",-148.091389,65.037778,142,-16,287,5,1
"32644c68-23e1-4e84-a097-dbfbf28225e6","lynx","canadensis",-145.85,64.1583333333,309,-7,343,7,1
"3273fb51-aaab-4be7-879d-c1fbb7ede84d","lynx","canadensis",-147.9,64.7333333333,129,-9,323,7,1
"32e70c9e-d2eb-4ac6-9c07-387884c26ffb","lynx","canadensis",-150.633889,65.001111,83,-16,326,5,1
"32f393b8-4bf1-4fd5-ab26-2a7ed75502f3","leopardus","pardalis",-99.28444,22.37306,286,242,1070,5,1
"3301a9dc-362d-43d9-9102-ba7a063465db","lynx","canadensis",-114.2289,54.457804,645,30,507,5,1
"3303cf39-3e98-4fd0-be44-ecbe4086c92f","panthera","onca",-89.0580556,18.0716667,169,249,1407,2,2
"33057a23-d1e7-4f86-8c00-9427030188d9","puma","concolor",-117.03861,34.08833,955,161,605,6,1
"33241c21-40a4-49a7-bd54-17a4b76dcd0e","lynx","canadensis",-143.243,61.3521,341,11,473,5,1
"3329a867-8598-4cce-8400-a99648ede876","lynx","canadensis",-79.55,42.9166667,181,92,902,14,6
"3332e492-1668-48ab-9630-f0c2e3fe0495","puma","concolor",-122.030938726514,46.7584401875252,523,92,1563,1,2
"33353386-fd9e-4ef8-834a-be69876bc071","lynx","canadensis",-142.533333,61.108333,379,7,743,7,1
"334dc4d9-cf34-4d1a-889b-03c1295ab893","lynx","canadensis",-143.7833333333,63.9666666667,1220,-63,355,5,1
"33506339-67c3-4d4e-89c5-c7ce8ce9353b","puma","concolor",-108.807278,31.94898,1345,181,266,10,6
"335453cd-0479-4db0-af49-83d0df3b2902","puma","concolor",-121.350109,37.351165,409,140,304,8,4
"3354dbe4-6d89-4239-897a-f56a77fbb67c","puma","concolor",-81.4858358,26.1542503,11,234,1354,1,2
"336428d1-c963-4439-854f-d65da0d9370c","puma","concolor",-100.492735,28.710715,231,225,481,13,4
"338169b5-3024-4b93-be76-6587e2e2df37","puma","concolor",-72.98333,-37.81667,1187,66,1396,5,2
"339918cd-c14b-444f-8b4b-26394d42df93","lynx","canadensis",-145.859722,64.155278,300,-7,335,7,1
"339bee93-ddea-445c-8ce2-e19be28b4b7c","lynx","canadensis",-151.760556,62.293056,63,15,584,7,1
"33aef1f9-81e3-422e-875a-e2fddad32fcb","panthera","onca",-91.1625,16.8125,355,239,2304,2,3
"33c840f3-c94d-4b45-8b98-2a07a9607d05","puma","concolor",-120.192651,34.584583,187,161,471,8,4
"33df67ff-6f82-4d69-a649-42fb3b47ba08","puma","concolor",-115.629872,30.814853,581,190,150,7,1
"33e3e56e-b25d-4490-af3b-ec759e94822f","puma","concolor",-106.6368231687,33.045015,2095,126,348,8,6
"33e620cf-951a-4e59-bb32-4518e24a4fda","panthera","onca",-71.6166687,10.666667,40,282,707,13,4
"33f0ef10-b07c-47b7-abda-e31b426f18fd","lynx","canadensis",-148.7833333333,64.75,161,-12,345,5,1
"3405bce4-c21e-40c4-8aba-d306f75057e1","puma","concolor",-67.55,-15.63333,1506,189,1929,2,2
"3440902a-590e-4f44-828c-8f357bf31ee4","puma","concolor",-61.033333,-21.7,193,247,673,8,4
"3449f48a-d860-4998-a1b4-12b5d571d201","lynx","canadensis",-142.032778,62.038611,1039,-35,310,7,1
"34638989-6271-49e7-bcb5-eccf2c6f561a","leopardus","pardalis",-58.685654,2.819274,173,254,1752,2,2
"3467d674-01e0-4bf6-ae0a-3ac57ee289bb","lynx","canadensis",-141.4936,62.9847,675,-26,282,7,1
"346c1dd0-3a59-489f-a630-916dee8b8be9","panthera","onca",-93.269445,15.542088,0,279,2210,8,2
"346d925f-4deb-4d58-8c6a-0fe392cf3139","puma","concolor",-112.907781,44.162407,1869,57,217,7,6
"347ce222-5bdc-4b51-bb93-1e81e9f0f60d","puma","concolor",-105.6894489,33.55473024,2111,115,417,8,6
"3481e2c7-16b2-4107-b054-2e24441b006e","puma","concolor",-59.51666,2.83333,112,263,1450,9,2
"349779c6-ad47-46d0-bb6a-1f8cd60acda9","lynx","canadensis",-147.8333333333,64.9166666667,176,-15,293,5,1
"34a48bb8-d1ff-428d-a6ae-f94f479e7c1f","puma","concolor",-99.099663,28.345069,127,227,576,10,4
"34ae6807-5250-435b-8500-6f9231961953","puma","concolor",-108.154596811595,30.3368039276168,1626,162,373,10,6
"35019028-d2b9-42d9-b518-5d4e0a30cd54","puma","concolor",-111.630095,34.748077,1702,133,572,8,6
"3527dfb3-55ec-401a-8290-933f8f82f222","lynx","canadensis",-145.8284166667,64.2554444444,294,-8,317,7,1
"354d92f8-9a3d-4a6a-92d2-bb69d7e5e0e4","lynx","canadensis",-144.94,61.73,382,6,291,7,1
"355b9228-b089-4809-bde4-31e49120d810","lynx","canadensis",-152.47,64.73167,199,-20,319,5,1
"35669f3c-62fc-447a-8d12-b27c572d4ed4","puma","concolor",-103.428044,20.532743,1570,200,858,8,6
"358493c2-293f-4ece-b5f8-ebeed45d4336","puma","concolor",-68.37,-17.17,4270,55,428,10,5
"35a30a12-3354-4850-a7d3-1be6c4f731de","lynx","canadensis",-149.723778,60.475982,135,36,754,17,6
"35a32052-3c52-4373-bc68-138dbd9a9662","lynx","canadensis",-156.340556,57.658333,98,30,538,6,1
"35aea9fd-ca3e-468f-9254-6f55dcbed3f3","felis","pardalis",-103.824267,19.456577,651,236,630,8,4
"35d9af4c-3597-4a05-bb01-aee074726000","puma","concolor",-79.8333,0.25,129,242,1861,7,2
"35e31228-f9ee-4600-a370-ce6c02fbeb43","lynx","canadensis",-115.890974,46.022393,764,104,690,10,6
"35f3ea4f-38da-425c-a104-8ba23c174298","lynx","canadensis",-136.023673,59.461044,49,36,890,7,1
"3603a041-6e2c-44af-8f6e-646d921af0f0","lynx","canadensis",-117.633333,56.983333,485,19,399,12,6
"36044d57-8301-4bc1-bfa4-edc7a8cd93ee","puma","concolor",-88.0741667,19.3897222,14,258,1293,2,2
"3624e007-04d1-4174-9495-4bbee21bdd90","lynx","canadensis",-148.13,64.46,166,-6,340,5,1
"362a2931-8aee-49b2-860b-7589eaa99fa1","panthera","onca",-57.788807,-16.908315,107,260,1176,14,4
"36473bd9-7e56-483c-b92a-e3995ed79992","puma","concolor",-99.905053,28.088535,219,228,497,10,4
"364b8e8c-d773-4e18-9823-a1941fce4207","felis","pardalis",-79.106196,0.482605,187,246,2033,8,2
"365117d0-e06f-47a5-ba11-4823010d4885","lynx","canadensis",-149.7431488,67.6035843,834,-86,355,7,1
"3667455b-8d48-4816-b2a6-6f828c0c856a","puma","concolor",-71.5,-49.61,256,80,67,10,6
"3681055a-fd1b-49a3-bb15-877efb95c826","puma","concolor",-106.4565127,35.268304,2533,82,429,8,6
"3691908b-6e8d-4fce-a9f6-2037c92c9f2f","lynx","canadensis",-149.810278,65.455726,786,-59,343,6,1
"36940cf4-b574-4e04-a857-6391ef1a4ef9","lynx","canadensis",-118.083333,52.883333,1097,29,306,1,1
"36a2cbf1-8901-472a-a849-de288a93fc4d","puma","concolor",-108.5476967,33.02069445,1409,163,291,10,6
"36ca2a5a-47a0-4f40-b104-5f512ccca351","lynx","canadensis",-151.5387513889,59.6597708333,119,42,712,6,1
"36d0b41a-a2b2-4f72-8be7-d12eef00f082","lynx","canadensis",-143,63.4166666667,554,-23,278,1,1
"36de0ab2-dfa5-4556-a104-ced17852ced9","puma","concolor",-106.5108333333,32.4488888889,1603,160,278,10,6
"36ef09fd-d52c-4e2b-bfba-474bd7f47a6e","panthera","onca",-111.274141,31.33993,1016,198,429,8,1
"3709d183-f261-423d-b8d2-d8e22f4cd92b","puma","concolor",-109.296183,34.269806,1972,118,358,7,6
"371272b0-8b8d-44a7-9a4d-0da25f793afc","puma","concolor",-81.0647,26.32171,12,232,1340,14,4
"372a639b-f2cd-47fd-ac21-b757338fc8ce","puma","concolor",-80.90778,26.21,13,234,1431,12,4
"372c9b2d-a845-43ee-841c-7975870a14e6","puma","concolor",-107.8870214,40.1715912,2587,40,553,1,5
"374c0a10-4c16-43d3-9d2a-38d811a8c1ac","lynx","canadensis",-142.6,63.3,494,-19,232,7,1
"37566433-b6b5-4c7b-a531-87722ba28683","puma","concolor",-80.9729262407,28.9269887019,13,220,1299,1,2
"3765ab00-dc14-4ff8-a1d5-60d7ca575b78","puma","concolor",-108.4270163778,31.922716,1468,174,298,7,1
"3766fc49-239b-43f8-93d4-895cef59e08c","lynx","canadensis",-82.5,48.3666667,327,24,675,5,1
"376f293d-3455-4418-98da-bfe0336e14f3","lynx","canadensis",-147.814,64.8615,154,-13,320,5,1
"37841b77-59a0-4bb3-82e1-577af7170014","puma","concolor",-108.7886392,33.86299525,2492,88,510,1,5
"3792f801-5906-46f4-97c2-7e8e1ae199e9","puma","concolor",-75.9833298,-9.3000002,835,230,3357,2,3
"37b1ec0b-8e59-4cc5-98f8-483020e43b31","puma","concolor",-121.7818,47.4127,466,94,1793,1,2
"37b461f5-66b3-4319-9c2b-3021810197f5","lynx","canadensis",-148.791389,64.7575,114,-10,315,5,1
"37b5bc30-db9d-4ebe-9c9c-c2deb5725f53","puma","concolor",-105.560756,31.174413,1223,184,218,7,1
"37c9ae5e-7bbf-4133-8587-c3193a0ad900","lynx","canadensis",-142.9166666667,65.8666666667,437,-39,281,6,1
"37cbcaff-6f89-46a7-ac3c-16d2dae4eb28","puma","concolor",-106.077801,35.965857,1698,120,237,7,6
"37e0cc0a-54a2-4794-8ea4-744ec4cf12aa","lynx","canadensis",-150.63,65,80,-15,320,5,1
"37f715b2-94f8-4bed-a11e-db940ecd07af","lynx","canadensis",-142.6941666667,61.3691666667,445,2,483,5,1
"380f298d-e33d-4573-9397-4bef7d85e42a","panthera","onca",-71.7083282,10.4916697,40,281,699,9,2
"381e6959-80b3-4802-b0c0-28d759d6c3ab","puma","concolor",-111.000667,42.677419,1910,60,289,4,5
"38212e7c-5b79-4718-afb9-97978af415c3","puma","concolor",-80.8875723,25.9737712,9,237,1464,10,2
"38245955-1fed-4333-998c-da884cb7aaac","leopardus","pardalis",-88.0741667,19.3897222,14,258,1293,2,2
"382a62ef-9e47-402d-8eb7-9c5d8a1a7bf0","lynx","canadensis",-79.2907,43.03695,224,88,963,14,6
"38334334-d0a7-4a15-bb87-eecfd4e23d93","lynx","canadensis",-82.1,48.2666667,329,25,731,5,1
"383c63dd-7416-438e-96c9-e598d7ebf728","lynx","canadensis",-118.183333,51,465,81,938,1,1
"385150e9-aec7-4ae8-be33-f72a911125c0","lynx","canadensis",-81,47.1833333,466,28,789,5,1
