"uuid","genus","specificepithet","longitude","latitude","elevation","temperature","precipitation","landcover","cluster"
"936b11de-3ceb-4c11-887c-3c3262963de2","lynx","canadensis",-79.7,47.8166667,228,33,866,5,1
"937196a7-c129-4f60-bde4-80c3f44b199d","leopardus","pardalis",-90.8833333,16.15,190,248,2914,2,3
"93729bf9-30b7-4bff-9094-65c69003739b","lynx","canadensis",-145.546389,62.109167,439,0,310,7,1
"937f7421-c765-4a85-8979-a6b12da3fbfa","lynx","canadensis",-81,47.8166667,403,24,840,5,1
"938ec6d0-ced4-433d-9b41-a2241a295d37","puma","concolor",-111.818483,34.52197,934,184,321,10,4
"93900a0e-96a0-4cb0-92a7-73c989555a32","puma","concolor",-106.5777671,36.66616408,2268,79,542,1,5
"939f1d9f-8f77-40c9-ac76-5e137c124a2d","lynx","canadensis",-138.7525787,67.6331482,354,-71,289,6,1
"939fe2f3-a129-44e9-b00d-d6641892eacb","lynx","canadensis",-150.17,65.505,84,-22,248,5,1
"93a494f1-9cd6-4364-b67f-8ac02c1d0623","lynx","canadensis",-147.4333333333,65.0333333333,631,-42,410,7,1
"93b33c98-8733-4c91-ba81-9ee8924aa02c","puma","concolor",-81.3506164,25.9764602,6,236,1380,10,2
"93c8abd8-af59-4429-ab3c-2f99084816c4","felis","pardalis",-57.60563,-16.136,228,254,1417,9,2
"93cdf067-4717-4921-9cc0-c7438e1f254f","lynx","canadensis",-146.48,61.88,544,-11,387,17,6
"93ce7ac6-7007-4fad-95d4-81d9260b9f97","puma","concolor",-109.70758,32.833955,895,198,203,13,4
"93ddefa3-6a52-4082-a048-473a4d70bdd3","lynx","canadensis",-144.6333333333,61.65,206,16,268,5,1
"93e0e804-5195-4e48-b6f1-e377126123fb","puma","concolor",-98.840855,27.426144,240,223,535,10,4
"93e8bb96-4a26-4822-a892-74340ce948f7","puma","concolor",-117.945174179605,35.842732158964,1393,143,149,7,6
"93ed355d-948c-45cf-b5d9-f46ae556e729","puma","concolor",-109.707,39.0217,1730,107,231,7,6
"93eef109-37ce-4a18-b70b-916447f325d8","lynx","canadensis",-149.768722,61.577079,53,30,455,5,1
"93f9b338-e2d5-4c16-bfc9-22d4bc47dab8","lynx","canadensis",-153.466667,63.633333,165,-5,355,5,1
"93facde0-09d9-4aae-a515-1da0db55dba0","lynx","canadensis",-145.5,63,803,-24,471,7,1
"93ff4c08-9d3a-41a7-b3ab-da3161482f9c","lynx","canadensis",-82.5,48.2666667,329,25,687,5,1
"94195471-4d68-4427-a8db-9226163afe5c","puma","concolor",-114.645921,44.892138,1648,62,247,10,6
"94275336-f3b5-41b1-a02e-f1c73df6d345","felis","pardalis",-83.683519,9.904666,685,225,3637,14,3
"9436e8ce-69cd-4062-8496-46f462855ac5","puma","concolor",-115.875696,46.054062,610,113,544,10,6
"94798303-6858-412e-97b3-d5a1eadfadc7","lynx","canadensis",-145.167778,61.663333,464,0,276,7,1
"947bc506-e845-414c-ac1d-606e7d18097e","lynx","canadensis",-148.5166666667,64.7833333333,121,-10,315,5,1
"9483976a-11cd-4de3-8d62-9f31942a5c7c","lynx","canadensis",-159.18,61.064722,122,-2,504,6,1
"94878f43-b271-40d1-92e4-deb36aa7a4a5","puma","concolor",-106.8727938,36.37344375,2183,90,294,8,6
"9487d651-6b08-4136-9331-719aed727ddb","puma","concolor",-120.833514,36.596899,380,153,229,9,4
"948ab0e2-23b4-4072-b648-7fa84dcdc30c","lynx","canadensis",-116.780466,47.532939,810,87,664,17,6
"94b260ef-8efd-4e8e-989b-1abac6e35ad0","puma","concolor",-122.071944,52.116944,671,68,312,5,1
"94c7c2c7-6b1c-4ccb-82bf-0dff4c8f8fd8","puma","concolor",-109.437662,44.46856,1766,62,221,10,6
"94e1240c-d804-4418-8474-644e355e646b","puma","concolor",-105.15973,39.480794,2220,60,415,8,6
"952c8f14-cca5-4fdf-9220-138ff27572fa","lynx","canadensis",-148.03,64.73,129,-9,331,1,1
"9539fbc0-15fa-46e1-b6df-ca5ba98378f4","puma","concolor",-122.784535,45.033732,66,123,1108,12,6
"956827f2-f69f-4100-a6cd-a8fda310a71e","lynx","canadensis",-152.1666666667,65.8333333333,624,-55,376,7,1
"95903bbe-6aa6-4345-876e-0b6c2ac43470","puma","concolor",-110.75372,33.376167,1157,180,414,10,4
"959ba9ae-0995-4bd9-9e26-1397f52c710e","puma","concolor",-106.483063,32.5075,1914,140,325,10,6
"95a426a8-7282-4296-866c-ebdfeb27f2f6","lynx","canadensis",-146.45,62.066111,737,-21,414,7,1
"95bee8a6-ee56-4579-a872-5f61d487063a","puma","concolor",-114.65826,32.733799,36,254,73,12,4
"95bf0dfb-dc92-4add-98ab-a4bf1f1ea81a","lynx","canadensis",-158.103056,64.719444,38,-22,420,5,1
"95c44fb1-379a-4444-96ba-44cc4d62540e","puma","concolor",-123.1981,43.3967,366,115,1139,1,1
"95d963aa-105b-47ed-9b6a-547b80ce73aa","puma","concolor",-107.730035,33.157571,1905,133,315,8,6
"95dd1c91-51ad-4f04-9e1a-85140010fae5","puma","concolor",-107.0049895199,34.107036,1940,127,321,7,6
"95edcbf2-79bf-4a46-a4be-73151266a841","panthera","onca",-92.65,15.633333,1620,185,2842,1,3
"95ef1d9b-75cb-48fd-b97e-c54d9aa46586","puma","concolor",-109.14145,31.913703,1473,171,364,8,1
"95f595ab-c3e7-4b95-89aa-4e3e55c4c1ed","puma","concolor",-116.12286,41.034634,1726,90,272,7,6
"96018ba8-bc4d-4818-9f3d-8ee99475f909","puma","concolor",-121.56275,39.830717,598,146,1184,1,1
"96177cf6-3459-4165-a0ca-54b6d4c93330","panthera","onca",-110.80148,31.712851,1819,146,476,5,5
"962c80ed-ffcf-432a-a0c2-de4ddf9371f8","puma","concolor",-115.927939,47.474094,895,84,662,13,6
"9634dc6e-afd8-4f7a-84d7-f58d8129c0f4","puma","concolor",-100.068949,28.188606,195,230,436,10,4
"963842c4-4be7-4c2e-8a16-6d6bc1eeb502","leopardus","pardalis",-82.622704,9.216637,1322,186,3519,2,3
"966a5632-7378-4165-9f96-73db5da10fb2","puma","concolor",-107.222013,33.159427,1299,173,203,7,1
"966a75dc-245b-4d4b-8b1b-dda25c6e4ed2","panthera","onca",-67.06667,1.91667,88,245,3319,17,3
"9682fbc0-c996-4f18-b6c8-eebb54783082","puma","concolor",-99.016319,27.505544,206,226,415,10,4
"96a684ed-f41d-4110-92db-ff093f05aa8c","puma","concolor",-122.546640058734,39.8845871717693,249,162,510,9,4
"96b9aab6-775f-4ad4-b233-31d6fb0d5553","lynx","canadensis",-114.325990600925,50.8867281376447,1164,43,464,5,1
"96bbedbb-7aae-4634-8e0e-66f6c2cc8a3a","lynx","canadensis",-154.7165,63.1061,119,2,416,5,1
"96bcc181-57f6-4e11-89c8-c47fe1b9e120","panthera","onca",-56.966667,-17.633333,104,261,1162,9,2
"96c1675a-5f81-4046-9367-04cd22ea2494","puma","concolor",-121.7555,48.5799,316,100,1939,1,2
"96d10f1d-c5ce-49fe-895d-f70c5376f0d3","puma","concolor",-59.24921,2.94472,186,257,1357,2,2
"96dcf731-2cb6-4691-afb8-c98240e046f9","puma","concolor",-104.8304977,31.6207619,1157,180,263,7,1
"96e6264a-6e4c-42c3-a065-ee6e9157be0d","panthera","onca",-58.904645,-12.361138,298,250,1602,2,2
"970919f0-2d0a-4d15-ae06-cc3296357f04","lynx","canadensis",-115.578125,46.125,516,118,603,1,1
"97094c12-4692-42c8-88c5-127b3b0c9403","puma","concolor",-75.0299454,5.4971662,1313,209,2590,2,3
"9710a1ad-8d34-4d19-8d02-e9698ba2bea3","lynx","canadensis",-165.755,65.987222,14,-47,259,7,1
"971f4913-3fe6-47b5-97e2-e120a6e4c332","puma","concolor",-122.7905123,38.0359281,26,147,759,1,1
"972de8ab-6a1b-4e81-8cba-9a533be77b74","felis","pardalis",-55.116774,-3.10297,28,265,1665,17,4
"973a39e7-99e7-439c-b2a5-5ec76423fa1f","puma","concolor",-81.5441,26.48925,12,232,1310,12,4
"97423620-9aec-47e0-a038-0169151b7a9e","puma","concolor",-73.5,-9,231,251,1621,2,2
"974db531-51be-4eea-9db5-3b708d07d64b","puma","concolor",-108.208934,43.124958,1455,93,169,8,6
"975932ca-de6f-4acb-9f3f-fa936ef8e80e","lynx","canadensis",-88.49986,49.08941,331,20,802,1,1
"975a1a03-a728-4a19-88cc-c3c5b2c9178e","puma","concolor",-120.192860927278,47.8706864501,382,103,260,1,1
"9777b47c-0692-4781-83e6-432101b2d341","puma","concolor",-112.25524,41.972701,1401,100,278,7,6
"9779b7ef-c7ae-4721-8b89-eca999a9ed37","puma","concolor",-119.8972222,34.5477778,282,163,559,8,4
"978a10c5-0f69-4aa4-aa7b-e6a0deddb768","puma","concolor",-106.996556,34.18074477,2102,117,386,7,6
"97a655c3-326d-4edf-b264-72b429d3f693","puma","concolor",-122.489462235578,43.8659466397156,1425,56,2030,1,2
"97acd93d-1e54-4384-b30a-334647f66959","lynx","canadensis",-146.45,61.8833333333,544,-10,372,17,6
"97f0a604-84d3-4128-ba09-6d3f9f3aa5b3","panthera","onca",-90.0716666,18.16,175,251,1142,2,2
"980c4749-f444-44fd-98fa-ea89258e4fd8","puma","concolor",-112.44807,38.49652,2312,70,277,1,5
"982652b2-837c-4ed4-b235-838372e05580","lynx","canadensis",-118.417724,44.809313,1436,64,469,1,1
"983d4304-5436-4439-b1ee-69d1aa1d51a4","puma","concolor",-104.8497003,36.84600531,2329,76,505,8,6
"9846785d-ac3d-40e4-bd7b-113afb46f321","puma","concolor",-115.580704,46.912688,1055,80,865,1,1
"98682f3f-0954-4617-88d3-1ea9ac99a71f","lynx","canadensis",-144.5338898,63.7808323,389,-13,367,17,6
"9868c8f5-a0a6-4022-a5a6-8f9beac8901e","puma","concolor",-115.425324,46.082289,605,113,606,1,1
"987de32e-962c-4cb7-a22f-b7dda86fb7a0","puma","concolor",-112.299334,34.879187,1301,159,313,10,6
"9891b598-00c5-4427-ac94-da7a2b30c860","lynx","canadensis",-144.468056,63.693333,422,-14,346,7,1
"98a680f8-06ba-4ad5-92dc-e86867fd9aa7","puma","concolor",-124.2,49.2667,29,107,949,1,1
"98aa650e-8f91-4fb3-b3fa-8bb1b8328d26","puma","concolor",-80.87262,25.8049,6,239,1455,10,2
"98ab6641-7aef-4734-b7ea-a8918e2550e7","felis","pardalis",-77.959374,-3.042256,266,252,1789,2,2
"98b26d1d-00ae-488d-bc93-65128f3f1e5c","lynx","canadensis",-165.06,65.15,5,-42,359,7,1
"98c2af03-6eef-47ff-8f06-f7b525de37fd","puma","concolor",-105.875299,37.742778,2307,66,196,1,5
"98de635a-423c-4616-910e-37ee54a05cf9","lynx","canadensis",-155.7394027778,62.5453888889,94,5,402,5,1
"98df55ec-41db-4904-a334-acf3110df3d0","puma","concolor",-107.76173,39.571041,1696,93,317,10,6
"991150fd-a816-4f05-8ced-de85c732ca62","lynx","canadensis",-142.1566666667,64.1303333333,567,-32,237,7,1
"991cc3d0-82ce-4baa-86a4-235a5fea294f","puma","concolor",-116.58239,47.320743,651,99,537,1,1
"993674f5-37bd-4328-997a-9ef286ef4733","puma","concolor",-121.8553,47.3779,382,99,1714,1,2
"9944167d-0b8d-4766-b102-26d0ae5dcdad","puma","concolor",-81.0883,25.91471,8,237,1434,10,2
"9967e45d-df17-4c4b-9da2-063b981e7faa","puma","concolor",-122.080796,37.66882,40,151,511,13,4
"99974bae-c04b-4fe8-9172-657bc9008933","puma","concolor",-119.660336069469,38.6867265419871,2365,59,655,10,6
"99b6723e-a232-4950-8edb-04cdc8862b2f","lynx","canadensis",-144.569167,63.700278,403,-13,349,7,1
"99b86d0f-ae76-41f8-8082-e8cf4c0a5bc1","leopardus","pardalis",-57.7,-16.75,110,260,1206,2,2
"9a173bea-461b-4217-9e3d-9689d1a73295","lynx","canadensis",-143.035,62.381944,1651,-69,330,5,1
"9a1e7f25-a8f4-4fcd-bb50-4ef0fd12f241","puma","concolor",-105.236459,40.520625,1875,78,479,8,6
"9a24dd36-c5e8-4169-aa27-4f0a54e4e469","puma","concolor",-111.276486,33.87241,755,202,402,10,4
"9a3858d1-97ea-44c4-8a46-9eb7d4fff788","lynx","canadensis",-140.36,63.11,452,-14,332,7,1
"9a4a1f4c-a6f5-4aa5-acc1-fbdf207ab818","lynx","canadensis",-119.691779,47.736107,710,88,230,7,4
"9a52c5ee-c07b-42bf-b946-61a770d0d7c3","lynx","canadensis",-145.75,66.666667,124,-32,180,7,1
"9a547b49-1ddf-43b0-8529-864c6dd3f9ac","puma","concolor",-121.65549,36.67773,14,154,358,10,4
"9a99772d-e3bd-4ad6-92dd-cbdb86e9ab13","panthera","onca",-83.037043,8.539282,10,267,3510,14,3
"9a9d9533-9c67-4afd-aa31-21bcaa1ffabc","leopardus","pardalis",-97.734,26.248,15,237,645,14,4
"9abe8355-7703-49fb-a5bb-67864df77ffa","puma","concolor",-108.26508,38.18831,2207,76,424,10,6
"9acdcb3c-7367-48fe-ae09-f5c3102c45dc","puma","concolor",-118.583578,35.944007,1797,105,568,1,5
"9ad377d9-311e-461e-b408-100f67ca8818","panthera","onca",-55.066667,5.15,50,261,2193,2,3
"9ad8eeb8-b5b2-4fc2-8bc4-823a70697112","puma","concolor",-81.3473004,26.183383,10,234,1372,1,2
"9ae589a8-b2c4-49b4-a4fb-a3b1f6ef3e2c","puma","concolor",-116.179865,46.602404,494,115,578,1,1
"9af54d8d-e7b8-4cf7-91de-1e9fac421025","puma","concolor",-100.762938,29.783718,569,201,510,10,4
"9af8d9f2-8fbb-4a68-88d7-4be3738453ec","panthera","onca",-90.371017,16.358265,128,249,1989,10,2
"9b05648a-619d-4e51-946d-afce46160e60","puma","concolor",-116.50093,41.203796,1666,93,208,7,6
"9b116659-edbd-494e-b177-d0a83c437a9f","puma","concolor",-106.465376,31.813188,1248,186,267,7,1
"9b182071-1395-4108-8ec1-a0dcbd6dae44","puma","concolor",-106.74318,36.022048,2860,54,507,1,5
"9b27376f-5a0f-480e-9b82-3379174391aa","leopardus","pardalis",-67.22,6.55,43,268,2244,9,2
"9b282254-5f77-4616-94e7-36068e3df34c","lynx","canadensis",-147.63,64.86,141,-11,346,7,1
"9b2a2b3a-dbf5-48f9-a1df-d7ecaaba5df3","lynx","canadensis",-119.6484,48.5134,495,95,282,10,6
"9b594dcc-ba9d-42f0-9d11-d2b6e433b168","puma","concolor",-103.6266667,19.5294444,3103,91,929,5,5
"9b5af8a5-6c49-4424-827d-03de3d4672a4","lynx","canadensis",-143.94,62.82,1008,-37,365,7,1
"9b668cfd-8fc8-4132-b049-929c437c6ff1","puma","concolor",-73.7834,44.328,304,70,693,4,1
"9b6e180b-98c2-492f-bab4-c1a25e570634","puma","concolor",-81.6269774,26.15431,13,235,1365,14,4
"9b7ca1ca-22ab-4ea6-a157-483d495c26e2","leopardus","pardalis",-98.123064,26.183685,36,238,592,13,4
"9b82253b-f5db-4cf0-a3ff-21b14727b82e","puma","concolor",-103.662,30.306,1523,160,364,10,6
"9b9d0359-2a31-441c-adcd-4b959e914ce0","panthera","onca",-88.7797222,18.4258333,90,254,1389,2,2
"9bb05e87-458d-45a8-a5ff-e087218e0e96","leopardus","pardalis",-80.133333,8.75,455,238,2857,2,3
"9bb223ee-fac5-47e2-ab21-66b4243f1446","lynx","canadensis",-136.236944,59.421389,169,29,890,7,1
"9bbe536f-c841-4224-a562-d151397dc58e","puma","concolor",-108.48428,38.48878,2658,49,300,1,5
"9bc523c4-1664-43b4-8d80-7eecafa1c2d3","leopardus","pardalis",-39.183333,-5.316667,196,281,776,14,4
"9bcc8a09-db17-4f77-b83c-c4061e2dad67","puma","concolor",-103.4459991,30.2220001,1400,167,429,8,1
"9be4d433-7991-483c-bbf2-3359efe9a100","lynx","canadensis",-95.266667,54.516307,189,-9,497,17,6
"9be85305-eb92-4ca9-acdf-ae92aace5888","lynx","canadensis",-144.911667,63.771389,522,-18,411,1,1
"9bf4b2cd-dd16-42e8-9f7e-fc8e6e96833f","puma","concolor",-99.030163,28.790619,183,219,660,14,4
"9c030332-705a-47a9-acb6-7ccc498c57cf","puma","concolor",-120.4869,38.92949,1562,95,1141,1,2
"9c2659e3-8a2a-4a7f-871d-472b8bda8f0c","puma","concolor",-107.220508,36.66490827,2219,85,367,1,5
"9c2bc948-166b-4a59-8c31-be77aeee944e","lynx","canadensis",-59.25,47.75,79,49,1596,12,6
"9c3b4ae7-fc35-4348-ab58-0c41293b4a1b","puma","concolor",-122.117746,45.158835,640,93,1414,1,1
"9c4b49ae-05a1-412b-965c-97abe0a76a3b","puma","concolor",-123.2327,43.5755,426,110,1317,1,1
"9c72f7a8-f40d-42c2-aead-a149f3538bdc","lynx","canadensis",-114.380114,54.457816,649,31,556,5,1
"9c80cdcf-3132-4dac-84fe-ef7fd3a2444a","puma","concolor",-122.682766,46.187649,319,104,1454,1,1
"9c833907-80c2-4717-9ceb-e1c8f79e2320","puma","concolor",-79.195004,-4.988911,2030,166,1186,12,5
"9c8a2e3c-be9e-4e7e-ac39-72e36dea7500","puma","concolor",-115.698484,46.865742,565,109,627,1,1
"9ca069bf-4026-4743-9661-84b3302a3aef","puma","concolor",-117.905537,48.54657,493,99,385,13,6
"9cbfa81d-28ac-4c3f-87c2-ba478795293a","lynx","canadensis",-164.333333,64.711667,123,-39,445,6,1
"9cc2961b-f9f3-40fb-994b-1a590def21bd","puma","concolor",-112.34286,38.19166,2317,71,245,8,6
"9cd3ade1-4cd1-4833-a30e-fddffa2f47ce","lynx","canadensis",-147.3531111111,64.0843055556,653,-27,331,5,1
"9ce4eb5b-41f9-4927-8838-2cf5b4d7cdd7","lynx","canadensis",-145.28,61.95,317,8,263,7,1
"9cf36782-2621-4723-b156-03797138f6df","felis","pardalis",-79.04488,0.728726,186,245,2367,2,3
"9d065c73-6a20-42ae-844b-ca21e56a3cfb","leopardus","pardalis",-73.396999,10.149519,82,271,1475,14,4
"9d126090-5293-4a0b-a784-0d603acf4133","puma","concolor",-80.986,25.9501,7,237,1447,12,4
"9d1ab22b-a607-42b0-8b4e-5869a0141ae8","puma","concolor",-99.7540946005971,23.5767534821963,1836,160,495,10,6
"9d269d10-4d08-4618-ab2d-2c55c3760746","lynx","canadensis",-143.2,63.15,571,-20,217,7,1
"9d27074d-5a0b-4970-8b06-1ffd9282576a","lynx","canadensis",-145.426112,62.291803,523,-5,353,7,1
"9d561bf6-86fd-4f8a-9c44-35b543655cbb","puma","concolor",-107.880067,37.449288,2595,56,471,1,5
"9d5a70e2-28ee-493b-91a7-42f4aca4bc45","puma","concolor",-91.781236,32.764302,31,185,1386,14,4
"9d5d58bc-795c-44d3-b0c6-19c72275671c","puma","concolor",-108.794548,39.741957,1988,82,224,10,6
"9d5ff059-1eeb-45c9-a8f2-6f6383f30361","puma","concolor",-113.726436,41.942753,1739,85,216,7,6
"9d7445d4-0c76-4bd8-b455-abba0e7ed7a4","puma","concolor",-112.84476,38.32174,2267,76,352,1,5
"9d7b04e0-174a-4999-bbeb-2bb49e8e10c6","puma","concolor",-80.53944,26.33583,7,235,1436,1,2
"9d7e28b5-d728-47e8-8918-97d5fe2e49de","lynx","canadensis",-151.4027777778,60.7027777778,0,38,547,17,6
"9d92a377-dcab-429c-87dc-7523000d6dd5","lynx","canadensis",-135.836389,57.989167,0,60,2533,7,2
"9dab5bbc-fa2a-429c-83ad-0e5de23fcb08","puma","concolor",-71.7333298,-45.2333336,500,78,992,5,1
"9dac4fcc-5708-4897-a365-6f4d87d731a2","puma","concolor",-111.074152,29.556817,486,230,303,8,4
"9dad4246-de0c-4709-b992-1e0f818a5a1a","puma","concolor",-57.7000008,-16.75,110,260,1206,2,2
"9ddd8631-8d58-413e-8156-b97152f48542","felis","pardalis",-79.15,-0.25,571,228,2891,13,3
"9de2ab51-5e56-4acc-9a52-34f80d31a365","lynx","canadensis",-148.973333,63.829167,488,-20,323,7,1
"9de6ae0f-df6f-4e59-b88e-12d9f434ccb1","puma","concolor",-99.461706,28.318605,171,227,545,14,4
"9dec4702-1831-4bf8-8a3f-b249a8a14e50","lynx","canadensis",-123.111004,47.828146,1879,6,1436,14,5
"9e021e09-811c-4f44-94ee-3cd7cecd2ecb","lynx","canadensis",-148.0333333333,64.7333333333,127,-9,331,1,1
"9e1fce07-0ffb-42e0-8590-6eef9aa49dea","lynx","canadensis",-149.9,65.2833333333,395,-36,238,7,1
"9e2819b8-cf3f-48cf-ad81-316782673b93","lynx","canadensis",-143.38,63.38,470,-17,250,5,1
"9e3a830e-bfb8-491a-9bec-f022607f8343","lynx","canadensis",-81.6166667,47.8166667,412,25,855,5,1
"9e3d4374-d04b-4767-9ce6-02e2b05babfe","puma","concolor",-123.2377,43.3675,383,114,1219,1,1
"9e41f4a4-d93b-45fe-92cd-bf73acc6ac1f","lynx","canadensis",-115.655,50.454722,957,56,272,10,6
"9e6f7fa4-9357-4399-b09d-e4437131956c","puma","concolor",-108.087028,40.517746,1833,84,230,10,6
"9e8c7409-ea2c-431a-8299-1470343a3a4e","lynx","canadensis",-148.18,64.9,144,-13,302,5,1
"9ea2ebe8-5dac-4f1f-b6a2-40acaea6f67a","leopardus","pardalis",-73.785468,-5.034118,136,252,2591,2,3
"9ea94125-e215-47d6-9811-11669bfb5327","puma","concolor",-60.033333,-22.178523,139,248,882,9,2
"9ebcafdd-4d0f-4ebb-a76e-fef14ed9f814","lynx","canadensis",-150.51934,60.873495,51,37,429,5,1
"9ecc2f15-4178-4a7d-859e-ae8ca2138153","puma","concolor",-104.8590515,32.0150703,2024,123,356,10,6
"9ed3730b-17bd-4dfb-be37-382b9834657c","panthera","onca",-61.5,-17.5,256,251,1005,10,2
"9ee036b8-a055-40ba-9136-4da5c27d958f","lynx","canadensis",-146.4569,62.0634,737,-21,414,7,1
"9eed5a66-c0d6-4ed4-a739-a3f7a5349969","lynx","canadensis",-145.732222,64.037778,352,-9,362,5,1
"9f23417f-2622-4827-8972-10dc9e2bf48b","lynx","canadensis",-76.9333333,44.7166667,194,69,833,5,1
"9f2e5a4a-5c4d-4019-bbec-84c95e67b006","puma","concolor",-79.065594,41.421451,466,90,1024,4,1
"9f52796d-5a37-472c-97c9-498dcc939a7c","lynx","canadensis",-152.207957225067,67.5447928594438,288,-61,231,6,1
"9f666720-35e0-4dc3-a0dc-d4011e12259a","leopardus","pardalis",-63.48,6.82,368,250,2008,2,2
"9f6b6ab5-345d-4111-98e9-ef0ff9cf2afb","puma","concolor",-75.25,-9.8833332,321,255,2165,2,3
"9f6e3423-a924-440b-9436-e1a06065cf65","lynx","canadensis",-143.816389,62.736389,693,-20,417,7,1
"9f6fbe06-9eb2-4c41-9f4d-41ef743289d3","lynx","canadensis",-142.841111,63.363611,488,-19,224,1,1
"9f71ab52-e24b-460e-bfe9-44d182ff3982","puma","concolor",-118.70363191719,35.728752667145,977,154,382,8,1
"9f7cf9a8-65dc-499e-a446-6ec819d846ea","puma","concolor",-109.5850449,33.9106483,3201,45,799,8,5
"9f7de76a-9552-444d-bf31-e3e77202c733","panthera","onca",-55,-10,262,252,2148,8,2
"9f89675c-6801-4bb5-a7c4-1e20f44abd42","lynx","canadensis",-149.7586,62.9391,420,-9,750,7,1
"9f8bdc9e-b45a-425c-a43d-3d42f4421b3a","lynx","canadensis",-149.5733333333,60.3922222222,132,38,927,6,1
"9f9cf7b2-3256-4601-8a93-a2e55ed9956a","lynx","canadensis",-82.0166667,47.1166667,457,30,932,5,1
"9f9efe9c-4b6c-40b4-99b5-e371ecb42761","puma","concolor",-112.078847,42.081867,1577,87,314,10,6
"9faa4b4d-a262-443b-bfc4-b432172a3042","puma","concolor",-121.400187321153,47.3922966209335,1024,63,1938,1,2
"9fb9e70f-a435-406e-ac33-4d0359353fa4","lynx","canadensis",-148.464996410871,61.7961455178071,325,4,449,6,1
"9fc21e65-85eb-438b-8166-3ac11fcb47f2","lynx","canadensis",-150.9422222222,59.7941666667,0,48,523,7,1
"9fcb88e5-e255-49b1-a633-28dce939b519","lynx","canadensis",-143.803496,68.213823,744,-89,193,7,1
"9fe6d72c-385c-496f-800a-b4e591f18f2b","puma","concolor",-122.964538,44.834843,92,122,1042,1,1
"9fe7ef6d-2bfe-47ea-bad4-adaab55ca5e1","puma","concolor",-108.98991,32.1258,1433,173,396,7,1
"9ff62c35-0d92-4b63-8760-d6cb0f6673b5","puma","concolor",-80.9684,26.264,13,233,1391,14,4
"a028761f-4883-44c0-a777-56c36643e2c1","puma","concolor",-67.697222,-30.319444,1211,158,166,7,1
"a02d74ba-701b-400b-bfdc-c357dfe9c8d9","leopardus","pardalis",-82.783333,9.616667,104,258,2538,2,3
"a054d702-d9a8-4375-8f10-3ea9961cb3fb","puma","concolor",-102.879322,30.843238,929,188,318,10,4
"a06346c8-eb92-420e-8513-9495009ed42c","felis","pardalis",-79.71041,-0.26233,284,234,2172,14,4
"a07891c4-6d0b-4b36-9d73-6c0ca6e8ebf9","puma","concolor",-119.754788492097,48.5551509096595,710,82,295,10,6
"a07d443f-2169-4868-a8c6-ea9a39a609c9","lynx","canadensis",-145.594479,63.782923,664,-24,423,7,1
"a08571d7-1141-4256-9602-0933895e9133","lynx","canadensis",-152.607304,60.018006,1,40,1171,6,1
"a08bac7b-fb8b-4c5a-8aa2-65a855da14af","puma","concolor",-114.531202,45.299916,1165,87,258,10,6
"a08be7a3-71ea-480c-aef7-f346f97a6614","puma","concolor",-81.679816,26.050973,5,236,1330,10,2
"a098f9a2-8483-4bb5-9393-5354c5fa87dc","lynx","canadensis",-150.477301,60.296978,247,28,506,6,1
"a0da119f-8752-4219-8ac6-f0ce973998b2","lynx","canadensis",-122.617509,43.914961,562,104,1498,1,2
"a0e5eb61-538c-41ae-b137-c6514c41fd08","puma","concolor",-106.5951281,35.0441862,1622,139,306,7,6
"a0e667aa-1b78-4859-92e1-7fed7b33883c","lynx","canadensis",-149.83,67.66,1031,-97,367,7,1
"a0e6c21d-0011-47fb-be99-989ca26f8f36","lynx","canadensis",-145.67,62.1,504,-4,352,7,1
"a10a9093-baaa-4173-b13c-236c001bd440","puma","concolor",-81.34194,26.26889,12,233,1335,14,4
"a112c21f-93d9-4829-ac95-fa7f0d3771b3","puma","concolor",-106.316676,40.142078,2365,47,271,1,5
"a11dbf68-0023-45f7-9d54-7d2bd8ddf943","puma","concolor",-109.554758,33.70825,2381,95,610,1,5
"a11f1fcb-19cb-4ca8-805f-034b7935ca24","lynx","canadensis",-59.2166666666667,47.8,9,52,1265,1,1
"a11f8b54-2424-45d7-b6b9-39e38eebd34b","lynx","canadensis",-141.5178,62.8963,552,-18,319,5,1
"a1437448-9476-43e1-b667-288a8a3d43e1","puma","concolor",-80.62806,25.62333,5,243,1488,11,4
"a1515872-2880-43cc-a3bc-bd5dc160f73b","panthera","onca",-97.938225193682,23.6320472889199,119,238,939,12,4
"a1555ec2-2fbd-472c-beae-d033713a8c95","puma","concolor",-116.9166667,34.1833333,1667,120,556,1,5
"a16b5b04-9854-4d9f-8d3c-e47a5123cb01","puma","concolor",-80.409151,25.333719,4,247,1425,11,4
"a16d0f81-2c1c-4d55-8e76-3367bae392ff","puma","concolor",-105.5526297,35.69264625,2926,51,700,1,5
"a1808fb8-7b8e-4317-9e8e-af11b59bb3fa","puma","concolor",-123.4553,48.1048,97,109,820,1,1
"a18401ee-f168-4ae8-8b0a-a727f4634725","lynx","canadensis",-147.5013,64.8445,135,-11,315,5,1
"a19549d5-b290-434d-afda-c57c8cbb5a02","puma","concolor",-106.596657,33.305557,2069,125,320,10,6
"a1b1d4b7-7864-4d2d-b2e1-55c0f32b7428","puma","concolor",-59.26079,3.09061,255,253,1430,2,2
"a1ca9046-1d0f-4267-ae1a-aaec245eab43","puma","concolor",-81.559246,26.457497,10,232,1307,14,4
